"TimeInt";"TimeStr";"IsInitValue";"Value";"IQuality"
1596082789;"30/07/2020 04:19:49";0;28.68593;3
1596082819;"30/07/2020 04:20:19";0;28.67563;3
1596082849;"30/07/2020 04:20:49";0;28.62301;3
1596082879;"30/07/2020 04:21:19";0;28.67563;3
1596082909;"30/07/2020 04:21:49";0;28.64131;3
1596082939;"30/07/2020 04:22:19";0;28.65275;3
1596082969;"30/07/2020 04:22:49";0;28.65618;3
1596082999;"30/07/2020 04:23:19";0;28.66305;3
1596083029;"30/07/2020 04:23:49";0;28.66076;3
1596083059;"30/07/2020 04:24:19";0;28.66877;3
1596083089;"30/07/2020 04:24:49";0;28.71453;3
1596083119;"30/07/2020 04:25:19";0;28.68021;3
1596083149;"30/07/2020 04:25:49";0;28.62873;3
1596083179;"30/07/2020 04:26:19";0;28.67906;3
1596083209;"30/07/2020 04:26:49";0;28.65275;3
1596083239;"30/07/2020 04:27:19";0;28.64474;3
1596083269;"30/07/2020 04:27:49";0;28.67678;3
1596083299;"30/07/2020 04:28:19";0;28.64131;3
1596083329;"30/07/2020 04:28:49";0;28.6539;3
1596083359;"30/07/2020 04:29:19";0;28.6436;3
1596083389;"30/07/2020 04:29:49";0;28.56924;3
1596083419;"30/07/2020 04:30:19";0;28.64703;3
1596083449;"30/07/2020 04:30:49";0;28.70652;3
1596083479;"30/07/2020 04:31:19";0;28.7191;3
1596083509;"30/07/2020 04:31:49";0;28.76258;3
1596083539;"30/07/2020 04:32:19";0;28.9113;3
1596083569;"30/07/2020 04:32:49";0;29.00282;3
1596083599;"30/07/2020 04:33:19";0;29.05544;3
1596083629;"30/07/2020 04:33:49";0;28.9582;3
1596083659;"30/07/2020 04:34:19";0;28.84952;3
1596083689;"30/07/2020 04:34:49";0;28.87125;3
1596083719;"30/07/2020 04:35:19";0;28.88041;3
1596083749;"30/07/2020 04:35:49";0;28.88498;3
1596083779;"30/07/2020 04:36:19";0;28.83694;3
1596083809;"30/07/2020 04:36:49";0;28.7763;3
1596083839;"30/07/2020 04:37:19";0;28.72711;3
1596083869;"30/07/2020 04:37:49";0;28.69622;3
1596083899;"30/07/2020 04:38:19";0;28.67105;3
1596083929;"30/07/2020 04:38:49";0;28.66534;3
1596083959;"30/07/2020 04:39:19";0;28.68707;3
1596083989;"30/07/2020 04:39:49";0;28.67792;3
1596084019;"30/07/2020 04:40:19";0;28.67906;3
1596084049;"30/07/2020 04:40:49";0;28.70423;3
1596084079;"30/07/2020 04:41:19";0;28.68707;3
1596084109;"30/07/2020 04:41:49";0;28.66534;3
1596084139;"30/07/2020 04:42:19";0;28.68593;3
1596084169;"30/07/2020 04:42:49";0;28.67792;3
1596084199;"30/07/2020 04:43:19";0;28.68021;3
1596084229;"30/07/2020 04:43:49";0;28.66419;3
1596084259;"30/07/2020 04:44:19";0;28.68135;3
1596084289;"30/07/2020 04:44:49";0;28.68478;3
1596084319;"30/07/2020 04:45:19";0;28.70309;3
1596084349;"30/07/2020 04:45:49";0;28.68364;3
1596084379;"30/07/2020 04:46:19";0;28.68707;3
1596084409;"30/07/2020 04:46:49";0;28.69965;3
1596084439;"30/07/2020 04:47:19";0;28.69737;3
1596084469;"30/07/2020 04:47:49";0;28.68821;3
1596084499;"30/07/2020 04:48:19";0;28.69737;3
1596084529;"30/07/2020 04:48:49";0;28.69851;3
1596084559;"30/07/2020 04:49:19";0;28.6825;3
1596084589;"30/07/2020 04:49:49";0;28.68707;3
1596084619;"30/07/2020 04:50:19";0;28.68936;3
1596084649;"30/07/2020 04:50:49";0;28.68364;3
1596084679;"30/07/2020 04:51:19";0;28.69851;3
1596084709;"30/07/2020 04:51:49";0;28.69737;3
1596084739;"30/07/2020 04:52:19";0;28.69165;3
1596084769;"30/07/2020 04:52:49";0;28.66877;3
1596084799;"30/07/2020 04:53:19";0;28.68364;3
1596084829;"30/07/2020 04:53:49";0;28.67449;3
1596084859;"30/07/2020 04:54:19";0;28.65275;3
1596084889;"30/07/2020 04:54:49";0;28.64131;3
1596084919;"30/07/2020 04:55:19";0;28.66076;3
1596084949;"30/07/2020 04:55:49";0;28.67792;3
1596084979;"30/07/2020 04:56:19";0;28.67678;3
